日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2015-04-07,'601398,工商银行,5,5,4.9,4.93,4.87,0.13,2.6694,0.3196,861760862,4270348187,1.78203128544E+12,1.3480610627E+12,None
2015-04-08,'601398,工商银行,5.04,5.05,4.92,5.01,5,0.04,0.8,0.3265,880345139,4397159539,1.79628753573E+12,1.3588455512E+12,None
2015-04-09,'601398,工商银行,5.03,5.14,5,5.05,5.04,-0.01,-0.1984,0.3252,876879800,4426962551,1.79272347316E+12,1.35614942907E+12,None
2015-04-10,'601398,工商银行,5.1,5.12,5,5.01,5.03,0.07,1.3917,0.2557,689361107,3486315114,1.81767191115E+12,1.37502228395E+12,None
2015-04-13,'601398,工商银行,5.32,5.33,5.18,5.18,5.1,0.22,4.3137,0.4672,1259537912,6605527350,1.89608128771E+12,1.43433697071E+12,None
2015-04-14,'601398,工商银行,5.26,5.35,5.22,5.3,5.32,-0.06,-1.1278,0.2833,763721466,4035741591,1.87469691229E+12,1.41816023796E+12,None
2015-04-15,'601398,工商银行,5.43,5.6,5.25,5.26,5.26,0.17,3.2319,0.4213,1135801932,6130926330,1.93528597599E+12,1.46399431409E+12,None
2015-04-16,'601398,工商银行,5.62,5.63,5.37,5.41,5.43,0.19,3.4991,0.3501,944008030,5168772988,2.00300316484E+12,1.51522063447E+12,None
2015-04-17,'601398,工商银行,5.64,5.76,5.62,5.72,5.62,0.02,0.3559,0.4283,1154808955,6557324194,2.01013128998E+12,1.52061287872E+12,None
2015-04-20,'601398,工商银行,5.42,5.69,5.4,5.69,5.64,-0.22,-3.9007,0.5245,1414169214,7840590089,1.93172191342E+12,1.46129819196E+12,None
2015-04-21,'601398,工商银行,5.44,5.45,5.32,5.4,5.42,0.02,0.369,0.4555,1227983615,6613552964,1.93885003856E+12,1.46669043621E+12,None
2015-04-22,'601398,工商银行,5.52,5.52,5.42,5.47,5.44,0.08,1.4706,0.3483,939030842,5135954995,1.96736253913E+12,1.48825941322E+12,None
2015-04-23,'601398,工商银行,5.48,5.53,5.43,5.53,5.52,-0.04,-0.7246,0.2864,772045493,4226012279,1.95310628885E+12,1.47747492471E+12,None
2015-04-24,'601398,工商银行,5.33,5.4,5.25,5.37,5.48,-0.15,-2.7372,0.2955,796662327,4249846723,1.89964535028E+12,1.43703309283E+12,None
2015-04-27,'601398,工商银行,5.5,5.5,5.33,5.33,5.33,0.17,3.1895,0.3319,894864923,4866667546,1.96023441399E+12,1.48286716896E+12,None
2015-04-28,'601398,工商银行,5.64,5.85,5.49,5.53,5.5,0.14,2.5455,0.571,1539549086,8668591841,2.01013128998E+12,1.52061287872E+12,None
2015-04-29,'601398,工商银行,5.53,5.58,5.44,5.57,5.64,-0.11,-1.9504,0.2735,737446466,4055593431,1.9709266017E+12,1.49095553534E+12,None
2015-04-30,'601398,工商银行,5.41,5.52,5.4,5.5,5.53,-0.12,-2.17,0.2293,618168844,3363326892,1.92815785085E+12,1.45860206984E+12,None
2015-05-04,'601398,工商银行,5.39,5.42,5.36,5.39,5.41,-0.02,-0.3697,0.1617,435844970,2347049586,1.92102972571E+12,1.45320982559E+12,None
2015-05-05,'601398,工商银行,5.14,5.39,5.11,5.39,5.39,-0.25,-4.6382,0.2939,792325506,4154907780,1.83192816144E+12,1.38580677245E+12,None
2015-05-06,'601398,工商银行,5.13,5.28,5.1,5.14,5.14,-0.01,-0.1946,0.2188,589904132,3058482076,1.82836409887E+12,1.38311065033E+12,None
2015-05-07,'601398,工商银行,5.08,5.18,5.07,5.13,5.13,-0.05,-0.9747,0.1633,440196153,2251034868,1.81054378601E+12,1.3696300397E+12,None
2015-05-08,'601398,工商银行,5.15,5.17,5.07,5.13,5.08,0.07,1.378,0.1307,352474951,1805319924,1.83549222401E+12,1.38850289458E+12,None
